Id,title,idea,rating,labels,labels_viability,labels_feasibility,labels_desirability
3UOMW19E6DIWPRVS6ABZPT3ISJMC5X,3UOMW19E6DIWPRVS6ABZPT3ISJMC5X, A partnership between grocers- insurers- and banks that provides incentives for shoppers to 'invest' in their health with better foods. The main beneficiary is poor families who are at risk of buying unhealthy foods to sate short term hunger. Better food saves health (and money) long-term.Grocers benefit when these customers buy higher-margin foods. They promote the program and provide infrastructure to track purchases.Insurers benefit from customers with improved long-term health- and reduced claims. They will pay forward incentives in an interest-bearing bank account for participants.Banks benefit from new users! Each of these stakeholders -- shoppers- grocers- health insurers- and banks -- plays an integral role in the community. There livelihoods depend on one another. Although the symbiotic nature of their relationships has been short-circuited in many communities- we believe this idea can rewire the circuitry. Every actor is incentivized not only to participate- but also to encourage the participation of others. The greater the involvement- the greater the benefit for each who is involved. The challenge will be to broker the initial partnerships and bridge the gaps of confidence that exist. Will a banker sign on? Sure- but only if they know the insurer will. But the insurer will only agree once the grocer has signaled long-term commitment. And so on. Early experiments would need to involve lots of discussion with each stakeholder. Not only will this help identify key concerns- but it will also engage their thinking in the process before it even begins. Talk to your grocer! Health insurers – what data exist that link healthy eating with reduction in diabetes- heart disease- cancer?Banks – what regulatory hurdles stand in the way of partnerships like this? What impediments do you have to linking reward systems with other vendors?Grocers- food manufacturers – could this type of program integrate with your existing rewards programs? Or would it require completely different IT infrastructure? An individual,2,2,1,3,3
3V0TR1NRVAEQ0TUU8RWYE67GSK64AI,3V0TR1NRVAEQ0TUU8RWYE67GSK64AI, People who are homeless are matched together with volunteers to gain financial empowerment and possibly more An individual,3,3,2,5,4
3V7ICJJAZASVJ3ZME5WU9HRMA2R4BD,3V7ICJJAZASVJ3ZME5WU9HRMA2R4BD, MAKE A LIST and each time you achieve one of your goals // we will contribute for a good deed Youth - and community .education- good deeds not only youth will learn about finance and will overcome challenges- but we will partner with brand to contribute for a good deeds to the communities . Focus group (youth and parents) to learn about their reaction toward the idea ! -Brainstorming how we can make better - anthropology research - social media experts An individual,3,3,4,3,4
3V8JSVE8YY29ODPQD3MRQE1E803EY8,3V8JSVE8YY29ODPQD3MRQE1E803EY8, When women are financially empowered- the whole community wins. This idea not only helps to transform the traditional attitudes among women but also do benefits to the whole society once women could become economic independent.The main player here is the dominance of the women in econmic position. When the women become economic independent- the whole communities could create more work opportunies - resources- and even develop quickly. In Chinese history- the position of women might be lower than men's as the traditional attitudes towards economic independence. However- the perspectives have changed graduallyandwomen become more and more independent especially in the economic aspect even some women may be more powerful in the economic position than men. And the whole society develops quite dramatically with the financial independence of women. Therefore- I think this could be helpful to the community in any other counties. change traditional attitudes between men and women in financial position could be the key to arrange this thoughts. Other,1,1,1,1,4
3W0XM68YZP7FK76XX0QLAM39LCQK10,3W0XM68YZP7FK76XX0QLAM39LCQK10, Transformation from downward spiral of debt trap to upward path of financial inclusion using data analysis At the core of it- the idea benefits MSMEs (ex: small holder farmer in Indonesia - referred as Taman) in emerging markets. Taman is farmer in Indonesia who does not have access to credit. But it will also create value for financial institutions (MFIs and Commercial Banks) and the Government. MSMEs will get loans and saving tools faster- easier and cheaper. Profitability of MFIs would be improved up to 5 times and the Government will be able to meet development targets. TRUST- is a major adoption barrier in the whole process. and close second is education. The idea will use informal networks of the community- informal data exchanged in the community and the existing trust between community member to develop and deliver the solution. Consider small holder farmers in Indonesia- they have community based solutions for agri-info and financial support. But there are ways to improve existing model to achieve scale and impact using data present in current model. An application prototype would be build to deliver on envisioned experience map for accessing financial services. This app would be used to help each stakeholder experience the solution. Farmers will be asked to give information required for solution and key assumption can be tested. The feedback would be incorporated to refine it further leading to a product tailored to specific needs. Providing The existing users of current model can be provided services to test the efficacy of the solution. I believe the solution to promote financial inclusion varies by community. There are a lot of informal models to doing daily activities that vary from community to community. Communities within a country are closely linked- but again vary by current work industry. A better understanding of the needs of farmers and MFIs would in refining the solution further. An individual,1,1,1,1,1
3XEDXEGFX30FDILF1HMLWHKZGKKK0X,3XEDXEGFX30FDILF1HMLWHKZGKKK0X, Please respond to our user needs survey - https://www.surveymonkey.com/s/JZRWF2QMaking the small print legible- accessible and engaging. Increasing financial literacy for loans at the point of purchase by making financial terms and their consequences really clear- accessible and engaging.Primarily focused on unsecured loans with high interest rates (pay day loans- credit cards- pawning agreements- credit to purchase goods or services (like those offered by some electronic / furniture shops- car companies and builders)). Using crowdsourcing mechanisms to help connect people who want to know what the financial implications of taking a loan will be with a community of experts who can clearly communicate that cost. Prototyping Need: Sitting down with someone who might take out a high interest loan to explore (1) their decision making process regarding the loan; and (2) pain points relating to understanding the consequences that fall out of a financial contract. Prototyping translators: Creating a video pitching the idea at the people who would help translate the contracts and see how they react to the idea. Poke holes in the idea- tell me what's working and what isn't.Share your experiences around interpreting financial contracts - what was difficult- what was easy- did you pay much attention to the terms- have any terms bitten you later on? An individual,3,3,3,4,4
3XH7ZM9YX26JWGMNRXEBQ476EG89RR,3XH7ZM9YX26JWGMNRXEBQ476EG89RR, Roma community- students and financial experts will work togehter in desing new tool for simple access to financ. institutions and resources Direct beneficiaries are 1000 Roma and other groups at risk for social exclusion in 4 municipalities in the country with highest percentage of Roma. Their educational level and employment rate is significantly lower in comparison to the national average. Age rage is from 18-62 years. Focus will be given to financial empowerment of Roma women. Also beneficiaries will be young Roma and non-Roma students and financial institutions included in design of the new tool and its implementation. The idea will use power of young Roma and non-Roma student graduates (IT- finance- economics and social sciences)- representatives from financial institutions and direct Roma beneficiaries who will be joint to work together with community Coaches and Mentors in design and development a whole new set of services and tools that will ease access of Roma to financial institutions and resources. The tool will be designed by students- financial institutions experts- community coaches and mentors- and Roma clients in one of the largest Roma communities in the countryTopaana located in country capital Skopje and then the prototype can be tried out in 4 municipalities with highest % of Roma inhabitants in the country (municipalities of Suto Orizari- Chair (Topaana)- Tetovo and Kumanovo) to find out if the proposed manner of support will meet out expectations. OpenIDEO support is needed to identify new innovative ways to revive the traditional channels of communication- such as face-to-face and telephone communications—that are widespread in the Roma community- by adding new features that will make the distribution of information or access to advice more effective and accessible for Roma. The use of new technologies is also needed and will contribute to developing a truly multi-channel access to services adequate for the needs of disadvantaged Roma. An organization,2,2,2,3,2
3Z33IC0JC0YBPN340HJLR1W9ZML9VK,3Z33IC0JC0YBPN340HJLR1W9ZML9VK, A new financial product that leverages credit union communities. Payday loans are a VERY bad finanical product that many resort to in order to make ends meet when unexpected shocks income shocks occur. Customers: Potential users of payday loans- existing users of payday loans. These users are given a lower interest loan than existing solutions.Credit unions: A new financial product that can increase union members liquidity and access to capital. The credit union and its resources are essential to the development of a lower interest payday loan for its members. Unlike banks- credit unions are not-for-profit enterprises with a member first mentality. This means financial products can be developed with the customers interests in mind. Financial structure of this product. I am unsure of the exact impact that a credit unions community could have on creating a substitute product to payday loans - whether it be your reputation within the community that grants you a lower interest payday loan or some element of collateral that you pledge to the community. Could you help me brainstorm this? An individual,2,2,3,2,3
3Z56AA6EK4C5HH7XOIFIKVMUIS1M65,3Z56AA6EK4C5HH7XOIFIKVMUIS1M65, The dollar sign is often used to connote price: the more $s- the bigger the price tag. Let's rethink how we communicate value and costs. This idea benefits all shoppers and service providers. Similar to movie ratings that have guidelines enforcing their correct application- the dollar sign- from $-$$$$ (or perhaps we create new icons) could more expressively differentiate products and services based on their true cost and value. Shoppers can make smarter purchasing decisions when they understand why something costs what it does and what value it has. Services can better differentiate their offerings beyond price point. Film ratings influence movie releases and audience attraction which influences film production by movie houses. An audience's reaction to a simple but differentiating PG or R rating can determine what is bought into and what isn't. Leveraging communities in a similar fashion by making the $ a greater symbol of service/product cost and value not only better helps people understand the true quality of what they are buying- it could also shape that quality over time. We could speak with community members to gain a greater understanding of what $- $$- $$$- and $$$$ means to people. We could also explore different icons to see what visual cues communicate cost and value best. An OpenIDEO Meetup,2,2,2,2,4
3ZZAYRN1I63ZJI3LXB2ON93DX0ROTX,3ZZAYRN1I63ZJI3LXB2ON93DX0ROTX, Our idea is about tapping into the potential of youth to empower their communities on financial literacy and creating opportunities. Our idea is about tapping into the God-given potential of youth volunteers to empower other youth aged between 16 and 24 in urban areas in Kinshasa and small holders in rural areas neighboring Kinshasa- focusing on young girls and women- to become literate on financial matters and have the opportunity to get access to credit in order to make their livelihoods better through a better management of small businesses and social entrepreneurship. The initiative will harness the power youth volunteers to empower their communities towards financial inclusion through training and creating opportunities for bettering their livelihoods. The first step towards achieving this will be to partner with financial institutions like FINCA International- and UN specialized agencies- like UNCDF- which will provide us with the necessary tools to organize a training of trainers. We will conduct surveys in schools- churches- universities- and a neighboring small town near Kinshasa- to determine the needs for young people- small business holders- and young girls and women- for financial inclusion. The second step will be to organize a training of trainers- in partnership with FINCA and UNCDF. We will select a group of youth volunteers from among the Bridge volunteers- and train them on financial literacy as well as methods of financial inclusion. We might be seeking guidance from the OpenIDEO community on the right research questions to ask to our users during our surveys- and better refine our idea. An organization,2,2,3,3,3
