idea,winning,final_feedback
 Tackle communities' needs by estimulating physical and online Flea Markets to exchange goods and services in instead of money.  This idea benefits anyone who needs a good/service and has something else to exchange for it (apart from money). For the physical Flea Market it is necessary to have a space in the community (either block a street in partnership with governmental authorities or partner with a local school) and promote the activity to bring as many people as possible with its different offers (goods or services). For the online version it is needed a leader who will engageand moderate through a social network.  This idea proves that it is possible to be financial independent by only exchanging resources already available in the community. It is a just a matter of creating a connection and learning how to leverage from each other's capabilities and possessions.  To test the online Flea Market idea it is possible to pilot it within my facebook friends. I could create a facebook group to exchange goods and services and estimulate my friends to join and exchange among themselves. In that way I could see how much they like the idea and how it could be expanded and replicated.  It would be great if OpenIDEO community members could also try this idea in their own friendship circles and share their experiences and feedback here.  An individual ,0,0
 Financially empowering the individual vendors by integrating them to deliver their respective product at doorstep  Key Players are Local stores/Small Businesses Owners: Income generation- Develop capability to stay in the market ADelivery Network-Grahak Sewa:Enabling business- Employment generation(procurement team-delivery team) Customers: Same Goods at Lower Prices- receives products at doorstep Location: To begin with- metros of India where the small stores are competing with these emerging markets to sell their products to the high income customers  Integrating these small sellers to form an organised sector will not only help them stay in the market but make them financially stronger than they are right now.  Interviewing the high end shoppers(members of my apartment to start with) on their preferences- proposing the idea to the sellers in the community market maybe even- running a pilot scale study in my apartment.  Your food for thought on: viability of this idea and ways for prototyping.Who shall own the delivery solution: a not for profit organisation- govt??  An individual ,0,1
 Communities and individuals need to understand not to save in fear- but to actually save in preparation.  If kids develop good financial skills from an early age they'll be ready for the financial challenges of adulthood.Giving our kids a good understandingabout money matters is critical for their personal development. Showing children the basics such as how to budget- spend and save will hopefully establish good money habits into the future.  It will be up to the individual commmunities and organisations to ensure strategies that focus on financial empowerment are adopted within schools and others places. Without the collaboration of such communities- these strategies will not be taken seriously.  We can possibly implement the ideas in a local public school- but the results are longitudinal and may not be suitable in this scenario considering the impact these strategies have on the next generation will not be realised for a number of decades  Strategies to develop financial empowerment in the younger generation that is both interactive and innovative  An individual ,0,0
 As more transactions go through smart devices- we can add a financial coach linked to your bank/credit cards to automate & help decisions.  We're absolutely in a consumerist society where people are encouraged to buy stuff- and retail therapy can override our decision making skills.See this SNL skit: http://tinyurl.com/qaopztz But what if when you went to checkout from a store using your phone- your phone said no because it knows you can't afford the purchase.This benefits consumers- limiting their debt- and banks by improving customers' credit.  This idea is really about changing a community value: don't buy stuff you can't afford just because advertising makes you want it.Be aware of what you're purchasing.I don't see a clear idea yet of how to integrate this with a community in a positive fashion- but perhaps it'll inspire someone else.  I could imagine a prototype app that knows the balance of your checking- savings- and investment accounts (and ideally credit card balances/limits). You could ask if can i buy something that costs $X- and it gives you a yes/no answer based on not just immediate balances but debt- what you should be saving- etc.. A next step would be having the app help you make a savings plan to save up to buy the item- perhaps even tied to a coupon hunting site to help you find the best deal when you can buy.  How could this work with a community?How could this be effectively implemented for someone who doesn't use Apple Pay/Google Wallet for purchases?What are the right incentives to get people using this since it won't be enforceable (just pay with a regular credit card)?Would it be feasible to have a special credit card that requires showing a yes answer to the cashier when using the card?  An individual ,0,0
 Solving uneven distribution of capital and know-how problem by individually pairing wealthy philanthropists with entrepreneurs in need.  The main players are: 1) The wealthy philanthropists 2) Entrepreneurs in developing countries who need financial and mentorship support 3) The societyThe wealthy philanthropists will benefit from GMIP both on a spiritual and a professional level. Entrepreneurs in developing countries will earn access to the financial support and business guidance they desperately need to thrive. Finally- the society will benefit from the increased economic output and fully utilized various resources.  The urge to help one another is in the very core of human psyche. However- our philanthropic tendencies are impaired by many factors such as skepticism towards intermediary parties and the need to see a direct impact on receiver's condition. GMIP will use technology to individually pair philanthropists with people who need their help. Hence- the idle financial resources and know-how will be put in good use by escalating the self-actualization need in people.  I'm a Turkish MBA student at Carnegie Mellon's Tepper School of Business. I could team up with some of my classmates to build the website as a platform and then talk to one of my professors who is known to be a serial entrepreneur to be the first mentor of GMIP. Then- escalating my international students network- I can find an entrepreneur from a developing country and pair them up to see the progress they will make via periodical video calls and follow-ups.  1) Is this idea scalable? How can we scale it?2) Given their busy schedules- how can we make sure that the mentors will commit to periodically spending time with our entrepreneurs?  An individual ,0,0
 A simple reminder of the 6 most important things to save for on a monthly basis. Small savings for a better life.  This idea will benefit people in rural communities or with low income in urban areas- that do not have the discipline to save. It can also be used by high school students- teenagers and for teachers to use it as a tool to teach. The SÄÄSTÖT reminder kit- comes with a calculator and a manual. The money from the SÄÄSTÖT reminder will be managed by banks. Other main players will be the community itself- since they will play an important role.  The role of communities is crucial in this idea- since we want to take advantage of the existing community structures- in order to collect the SÄÄSTÖT reminder. There are many rural communities that do not have banks. What we want is to use established grocery stores or local government offices in order to receive in a monthly basis the SÄÄSTÖT reminder with the money inside the envelopes. Also people who live in more urban areas could also use it- and use banks as intermediaries.  We could go into rural communities and create prototypes of the SÄÄSTÖT reminder in order to see the reactions of the people. We will explain to them that in order to be successful it is required only to save 20% of your monthly income for different reasons. With this experience we would be able to see the interest of the population and see if it would be feasible to do it. For people who lives in more urban areas- we could partner with a local bank in order to see the likelihood of SÄÄSTÖT.  I am seeking for new ideas of the actual implementation. Also I would like for the OpenIDEO community to help me figure out the fastest ways possible whenever a community member needs part of their savings- what will be some innovative ways to send them their money? How can we leverage the existing community structures in better ways? What other target markets should we focus?  An individual ,0,1
 In short- students earn money by going to class- good grades earn bonuses- and not showing up for class- like work is penalized.  The main beneficiaries are elementary- middle- and high school students that can test various work/financial behaviors in a quasi-game environment to see how it would affect real world issues. The main players are teachers- school administration- students and their parents. The students could earn real scholarship funds to post-secondary schools for their performance.  In my eyes- the key parts of improving personal financial performance are educating the population and understanding how behaviors affect one's financial well being. This idea attacks both by directly showing how personal behaviors affect financial well being. This allows the students to understand the cause and effect of personal life choices on ones personal finances without the life altering potential of making a personal financial mistake with real money.  The idea could be tested on a single class of students without a website by using monopoly money by providing small real life rewards to see how the students react to the game.  I would like to better understand how complex the game should be to keep students engaged and how much in real life rewards would help motivate the students.  An individual ,0,0
 Much like a 401K matching program- donors/banks/family/community members could match hard-earned savings of those who need help  The beneficiary of this idea would be working adults who generate an income- but can't make ends meet for their families. Such an adult would open a savings account through a bank- then a benefactor (traditional/private donor- extended family- the bank itself- etc.) would match the savings that the adult is able to generate. A charity or private donor would be the most likely benefactor- and they would benefit from giving money in an empowering way.  If this concept could flourish primarily through private donors who are willing to give money without necessarily seeing a return- then the power of communities would be harnessed in much the same way as Kiva.org.An online platform could be established to link benefactors with those in need of savings matching.  Reach out to known donors to see how receptive they would be to this idea.  I am curious as to who you (all) think would be most likely to match the savings of those in need.Might large financial institutions (i.e.- banks) match savings - to a limited extent - in the interest of Corporate Social Responsibility?Thanks!  An individual ,0,0
 Give low income populations the tools they need to succeed financially.  The main players are those in need of financial skills or are interested to learn more about how to become financially stable.  The Boston Community Capital organization is committed to working together with our peers and partners across the nation toward our goal of an inclusive prosperity that ensures that low-income people and communities have access to the tools they need to create wealth- opportunity and lasting change.  Take one local low income population and evaluate how well the tools/skills aid this population towards being more financially stable.  Look into relationships with organizations who work as non profits and how they can help communities in the environment.  An individual ,0,0
 Development of social media tools to help new investors and socially responsible SMEs determine if they are a good match for each other.  Community health used to rely on everyone being able to invest in local companies- until most became a protected class deemed too unsophisticated to understand risks. Today- the 99% believe their only option is to fund retirement accounts or use brokers that only invest in national markets that look strikingly similar to casinos. And brokers and advisors don't have a way to overcome the risks of facilitating local investments. Both need a new paradigm to help match interest with opportunity.  There are already great ideas posted on IDEO in terms of new approaches to financial education- and this community of ideas can evolve towards the best approach to helping community members understand how to apply investing to suit their goals- and how their investment decisions can impact the things they care most about- and in their own backyard. And we can use the power of tools already developed- such as SASB- to help companies describe themselves- allowing us to match them to investors.  1. Ask companies doing Direct Public Offerings to respond to the SASB criteria to show their commitment to responsible practices. 2. Develop an easy to use questionnaire- or even a game- that allows anyone to find out what kind of investments would make them feel the best about- how much risk they can tolerate- and how much they can afford to invest. 3. Show each other the results- and allow them to match up. 4. If successful- introduce a broker to facilitate even more matches.  Anyone that wants to help develop a really awesome approach to allow people to first get educated about investing (perhaps using tools like what MARS has developed in Canada)- and then helps them try out some simulations to show them what kind of investments match with their objectives. A game approach could be fantastic. It might show they should stick with only safe investments- or it might show them that a portion back to a local SME could produce a great Return on Community.  An organization ,0,0
 Use microcredit organizations to incentivize financial literacy in poor communities in a way that is also applicable in developing countries  Using the existing structure of staggered microlending- applying groups receive financial education (including personal finances)-supported by SMS and simple mobile phone apps- before receiving each round of financing. The group must pass each course’s test- which motivates learning and helping peers The idea benefits the financed groups- their community and MFIs involved. The group receives an empowering education to pay loans and manage family finances.MFIs benefit from higher repayment rates  Microcredit organizations already use a community structure- which is the informal financial mechanism available to the BOP. Since the loans are staggered- to access each new round of financing the entire group would have to take a course and pass the exam. Since every member of the group has to pass the exam- everyone has the incentive to study and help each other learn in order to receive the loan. This gives the community incentives to work towards increasing financial literacy of its members  1) Test whether finance is teachable to people from the BOP in an easy progressive way. Try teaching some topics to a diverse range of people from a vulnerable background. 2) Test the chosen syllabus with local MFIs. In many cases- MFIs involve some sort of training- such as a class at the start of the program- but do not have formalized multi-course structure. To test the experiment- we could introduce our idea to such institutions to test it on a small group of its existing members.  Advice or input on best syllabus for finance courses for the BOP. Advice or input on how text messages and simple apps can educate users. Advice or input on devices for the training courses: tvs- tablets- multimedia booths? Research on the impact of financial education on the individuals and community to help partnering with financial institutions and NGOs.Discuss and brainstorm with the team (or review our proposals) on how to obtain sustainable financing to fund our idea.  A group brainstorm ,0,1
 Unleashing latent work and value with reputation and service currency- without reliance on or validation from financial institutions.  1. This idea benefits those who are willing and able to work- create- and serve others- but who individually or as a community- do not have adequate access to currency supplied by financial institutions- or the resources that this institutional currency provides.2. Main players: individuals that create value and provide services- and the communities they serve. 3. Individuals can be recognized and rewarded for providing services- and communities can benefit from more value and services.  This idea empowers communities to reward work- service- and creation of value without reliance on external institutions. The latent and unrealized work and value-creation capacity of communities due to the inability of actors within the community to pay for work or value-creation with institutional currency is immense. By empowering the community to reward work and value creation independently- that latent potential can be unleashed to improve the community.  Play a game with 2 groups of 10 people: Group 1: everyone starts with 100 potential points they can earn in 30 minutes- with 10 points they can receive from each other person. Everyone tries to maximize the number of points they can get by providing services. Group 2 (control group): 3 people have 1000 points between them to complete a defined task with the help of others. They must hire and direct them to completion.Which group provides more services- satisfaction- and innovative results?  Growth and adoption - determining the most appropriate methodologies for valuation of goods and services- deployment and growth strategies and tactics- and introductions to companies and organizations that would be interested in providing resources to make the vision a reality.System strategy and structuring - guidance on how to avoid pitfalls of creating a new currency- structuring the implementation strategy- and avoiding inequality or exclusion that could occur.  An individual ,1,1
 Facilitating financial education for children through storytelling and engaging graphics that explain their parents’ monetary channels.  This effort would be focused on increasing financial literacy for children of all ages. By educating our youth on finances and how to make responsible decisions earlier in life- the hope is that everyone benefits. Also- by involving parents and illustrating real information- parents are able to communicate this information to their children in a fun and lightweight way- while their children learn about money as something real and important.  By introducing this engaging and accessible visualization tool- both parents and children will gain a heightened awareness of where money comes and goes within their family. This would not only be educational for the children- but increase transparency and dialogue between parents and their children.  I can interview parents with young children about their average spending habits- then ask them to keep track of their income and expenses throughout the course of a week. Then- using my customizable template- I can put together a simplified breakdown of these expenses into a short book and ask them to share them with their children. Then I would interview them again sometime later to find out if they or their children have behaved any differently with their finances.  I would be open to hearing any thoughts on how to execute this idea and what kind of output would be the most effective.  An individual ,0,1
 Create a board game about poverty and the importance of saving money  Children- parents of children- people interested in board games.  Playing games is essentially a community event. You need multiple people to play games and you learn from each other and work with each other.  create a prototype game  help me refine this idea  An individual ,0,0
 Create plays- musicals- TV dramas- songs- books and other media to secretly desseminate financial literacy education  This idea benefits people who like viewing- reading or listening to these media sources. They will learn about financial literacy- but might not really know that they are learning it. However- they will be primed to save more- to be more responsible and to help others.  Somethng that my friends and I talk about often are the shows- musicals- songs and books that we recently read/saw/heard. So by integrating financial literacy in these media sources- you are using word of mouth to spread the information that you hide in them.  create a short play to show to my friends and see what they think.  Lots. Help. I don't really know how to do any of this-how to create a musical- show or song. And how can we hide the financial education inside of it? No one wants to sit through a financial lecture- it has to be a funny- interesting show that just happens to have some financial information...  An individual ,0,0
 Social Media connected game to save $1000 in real life in one year  This idea benefits those who might have an extra dollar or two but don't usually think of saving it.  By creating a social media connected game- we are basically saying to all our friends I wills ave $1000 in one year. This public declaration is very powerful since our friends will hold us accountable and help support us on our way.  This doesn't seem like it would be very hard to program. We can pretty easily prototype it.  Help me figure out the logistics. I also need help programming this game.  An individual ,0,0
 Financial education doesn't just have to come from school- we can leverage all kinds of community spaces to talk about finances  This idea benefits people who live in an urban or suburban environment where groups of people gather to exchange ideas and information.  Communities gather at all kinds of places and for all kinds of reasons. I usually hear the best conversations at my hair salon. People talk about all kinds of things at Church picnics. The libraries are also a great gathering space for parents. One person that I know goes to a corner store up to four times a day. Restaurants and cafes are great for meeting new people and exchanging new ideas. Anywhere that people gather- we should be talking about financial health.  Start talking about financial literacy with the person next to me at a cafe or in line behind me at a store and see what their reaction is. It's breaking down these barriers that we as a sociaty has put up.  What do you think? How can we break down these barriers that prevent us from talking about financial matters? What are the best places that you get your information from?  A group brainstorm ,0,0
 Get texted once a day/week/month to remind you to save money  This idea is for someone who wants to save money but might not have the willpower or know-how to do it themselves. They might have a couple dollars extra and usually end up spending it- but with a little push from their text alerts- they will save it instead.  Almost everyone has a cell phone that can recieve SMS messages. Texting is as ubiquitious as phone calls- maybe even more. These financial reminder texts might come from a centralized system- but they can also come from individuals and groups of friends who are encouraging each other to save money.  I can set up a texting circle with some of my friends- who are interested in saving money themselves. We can all set individual goals and plan on sending out text reminders once in a while. We can also then update each other on our progress- making a support system for saving money.  How viable is this idea? What are its downsides or some potential potholes?  An individual ,0,0
 Let's teach our children how to be financially literate.  Other ,0,0
 Providing easy to understand & fun feedback (like Apple Watch's Activity app) towards good financial goals will encourage better choices.  This idea benefits individuals by implicitly teaching them how to make smart financial choices- and the reward is that they will be making smarter choices- paying off debt and increasing savings.It's targeted at people ages 18-40 who interact with at least some of their finances electronically- as there's a potential social component (see the power of communities question).  Many of us are both competitive by nature and seek the approval of others.Providing simple feedback and progress indicators- towards general goals (having enough savings) and specific ones (saving towards a trip) gives us a shareable indicator (whether by showing someone or by sharing on social) of how we're doing.We can compete with ourselves (how we did before) or others (I reached my goal faster/achieved more badges) and get support from those we share our goals/progress with.  A very simple app/website to test how well this works would be a savings goal tracker with a leaderboard.You list your goal (e.g.- trip to Hawaii) and update the app with how far along you are.Rather than showing how far people are towards their goals- the leaderboard shows a momentum view: who's most continuously making the best progress towards their goal (plus % of goal achieved).This could aggregate across goals- too- so that you're higher up on the leaderboard for using it more.  Poke holes in this- let me know if there's anything like it- give thoughts about what a momentum view might be like- and if people like this- maybe there's a designer- Android dev- and web dev (I can probably handle the iOS side myself- time-permitting) who'd like to build it with me.  An individual ,0,0
 The idea is inspired in Zaad- a cashless system based on mobile money operations in Somalia.  Zaad provokes to take a totally different perspective on payment system. Imagine the daily reality in Somalia- a country that has been struggling with internal conflict including a partition of its previous territory. Poor infrastructure- no formal banking system- hyperinflation and a weak currency. 1 USD is exchanged for 700 somali Shillings- for example. Imagine you paying 2.000 or 3.000 Shillings for small purchases at a corner store- now imagine carrying on the notes even for small expenses  The idea serves the lack of a banking system and provides safer financial transactions for its users- without the necessity to carry large amounts of cash even to pay small daily expenses. It tends to work well where the local culture is oral-driven and the mobile network has already a large usage.  I don't see a proper context in my country for this idea as the banks wouldn't appreciate get out of the control they currently have over every financial services - although there are opportunities to adopt it. For countries with poor infrastructure and no banking service- plus a large amount of time necessary to structure regulations and laws- it's a practical way to attend the population on their daily financial needs.  Concept development- analogus inspirations- knowledge about daily reality in developing countries- alternative banking systems  An individual ,0,0
 Introduce the stock market to students- and have them invest in the classroom- such that they are empowered to invest in the future  An individual ,0,0
 Payment acceptance and savings through solar powered banking systems for remote regions without power and infrastructure.  This idea is for small communities in remote regions- such as India or Africa- that don't have enough wealth or infrastructure to support a brick and mortar bank.  A village in a remote community that has inhabitants- merchants- and service providers may have a hard time storing value in currency safely or investing their savings.The lack of a banking system is an impediment to economic potential- but potential isn't enough to support the fixed costs of a bank.Getting the members of the community to use a common electronic payment system that is denominated in the country's currency and uses limited infrastructure and solar power can solve the problem.  A test would be to get a group of merchants and consumers to adopt a common electronic payment card that interfaces with a solar powered ATM to deposit and withdraw savings.When a person works for a wage they can hand over their card to be electronically credited their paycheck by a solar powered card receiving device.That card then can be used to transfer the balance to a solar powered ATM- which communicates via satellite to a bank. Card and system take place of cash- no electricity needed  I found a solar powered ATM producer that makes ATMs that can withstand poor conditions and work without a power grid.I don't know if cards exist that can add or delete value without the need for a computer terminal.A small device with a screen that uses solar power would be needed to interact with the card in a similar way that a card swiper at a retail store works.I also don't know what major banks are involved heavily in developing countries that would take on such an experiment.  An individual ,0,0
 Financial Education through Online Simulation  Financial education using online simulation can benefit any person who seeks to achieve financial know how and education by leveragingcomputer simulation towalk users through financial concepts. By using computer simulation- the users can get a better understanding of all finance concepts- since humans tend to understand things better with the help of visual simulation rather than by the traditional teaching approach as online simulation walks the user through a simulated real world setting.  The users of the virtual financial platform can from a common online community- such as an online forum- tointeract with each other just like in a real world finance setting and contribute their thoughts and ideas to improve the online simulation experience. Also experts from the financial community can join the virtual simulation community- and act as teachers- in order to give the users of the tool an in-depth insight of finance related concepts.  One can conduct periodic tests on the tool to determine if the tool contains any errors. Gathering feedback from the users of the online computer simulation tool- as to what more one can add or remove to make the user experience better will add value to the tool. Also- one can gather information as to how users have benefited from the tool and how much they have learnt- in order to assess the effectivity of the tool .  I would seek the guidance of the OpenIDEO community regarding steps to increase the number of customers using the tool by using better advertising strategies. Also- I would like the opinions of the OpenIDEO community as to how to attract financial experts to use the tool so that they can contribute to educating the users of the tool.  An individual ,0,0
 Agent Banking: Using the community member to form a network- which will provide financial services using external part as Banks.  The idea will mainly help the community member who are still unbanked and do not use the financial services in an efficient way. The main players would be: Banks- the bank will recruit the agents. The bank will get an extra network and ability to reach those customers who need the services. Agents- these agents will be the educated and financial aware part of the community. The agents will have an advantage ofactively working in the same community from which they have been picked.  We are using the agents from the community. The agents will be welcomed in most of the cases- as they are already the community. The community members can discuss their financial problems with them freely and agents being the part of the community will have initial knowledge of the needs and requirement of the community. This will be advantageous to both agent(banks) and community because the time lapse in understanding the needs is saved.  An early experiment would be to pick an unbanked community- find some participants to act as agents for the banks. The agents should be educated about their jobs- banks policies and financial products. These agents can do a survey on the needs and requirements of the people. They can urge the community members to use the financial services of the bank. The results can be evaluated based on the number of customers. A particular agent can be evaluated- based on age- gender- education level.  While choosing the community- one must know the exact needs of the community- do they saving schemes or they need small loans for their businesses. This information can be gathered through surveys. The best knowledge of the requirements will help the bank to formulate new products. They can educate the agents about their services- which will help the community to make better use of the agents.  A student project or collaboration ,0,0
 I aim to create an alternative to the loan that benefits to those who can't afford to pay for their education  An individual ,0,0
 Use of tourism center to develop financial empowerment in touristic destinations communities  This idea benefits local population. The main player are government- entrepreneurs- business and tourists.  Tourism involves people- business- companies and government. In many tourism destinations- specialy in those where tourism is the main income- the tourism/touristic center is where all member get together and have a space to share ideas an communicate with each other.  It is possible to use tourism based center for a pilot project of classes about currencies and how to price products for tourists.  Ideias on how to structure the empowerment project.  An individual ,0,0
 Funding of new projects by leveraging the World Wide Web  The idea of crowdfunding- using online communities in social network- will mainly benefit entrepreneurs who do not have the necessary finances to bring their idea to the market. Entrepreneurs who havean idea which they want to bring to life- with no direct access to banks or venture capitalists- will be able to avail funding from a large number of common people who believe that the idea will add value to the market through the concept of crowdfunding.  Entrepreneurs can utilize the social media and other online communities to build a community of followers who are interested in their proposed idea and are willing to fund the project. Crowdfunding helps entrepreneurs reach out to a large audience- who think that the entrepreneurs' idea will add value to the market- through a single click of a button- thereby helping the entrepreneur obtain the necessary funds to bring his idea to the market.  To test if the idea will meet he desired expectation- one can use online feedback forms in the same community to determine the number of potential investors interested in the project and also the number of ideas receiving the necessary funding. One can also perform data analysis on the data gathered- using free and open source tools like Weka and Excel- to determine what kinds of projects the members of the online community prefer to fund.  I would like the OpenIDEO community to help me come out with solutions to identify methods to increase the community strength through various online advertising methods.  An individual ,0,0
 Financial institutions providing free financial management classes to their customers and offering incentives to customers participating.  Individuals seeking a line of equity-ie; opening a credit card- or attaining a mortgage-in particular would benefit from this service because it would provide such individuals with valuable information about managing finances- which would in turn empower them to confidently manage their finances.This would also benefit financial institutions by mitigating risk.By providing education to people they are loaning funds to- financial institutions would increase their likelihood of being re-paid.  What better community to go about improving financial opportunities and resources than the financial community?Offering free financial classes to customers is a way for the financial community to give back to the community and also to benefit.The educational opportunities offered by financial institutions would mitigate risk and serve to attract customers.  Begin asking random samples of people going into financial institutions what they think of the idea.  Thoughts/ ideas?How to further develop the idea- ie; expanding potential scope of community members?Suggested methods of testing this idea.  Other ,0,0
 Teach communties how to reduce wast and to consume differently while saving money.  This restaurant/ supermarket idea- provide great products and gastronomic meals for consumers who could not otherwise afford it and allow them to eat healthier. It also benefits to industrials who wast less and sell their expired goods instead of throwing them away. Finally it benefits to the restaurant itself- so that can reduce prices by adapting margin and making significant cost savings.  Interviewing people in the community with different backgrounds. User testing.  I would love to discuss and brainstorm the topic of how to most effectively convey this information and concept to communities regarding legal considerations. Realize a real analysis on the problem of food waste to understand its impact better. Make user testing and implementation. In other words- collaborate- innovate and create together!  An individual ,0,0
 A hybrid of finite peer-enabled training and ongoing phone-enabled engagement.  Youth in rural communities are the main players: the trainers as well as the beneficiaries. Enhanced employment opportunities- personal financial stability- elevated status and information-driven social networking are the main drivers for their participation.  The peer-to-peer component relies on the tight-knit- highly familiar structure of rural communities in which it is possible for an initial handful of trained instructors to spread teachings through their existing network by simple word of mouth. The phone-to-phone component enlarges the scope of the pre-existing physical community and- by giving everyone an equal voice on the mobile platform- introduces a new sort of power in the form of democratized expression.  Alas- my current home in Hong Kong doesn't resemble the rural context I have in mind- but the idea was inspired by observations from the tech accelerator and co-working space I launched in January (www.blueprinthk.com). I'm intrigued by how in-person collaboration - whether it be to use the espresso machine or prepare an investor deck - continues and evolves on Whatsapp- Instagram- Facebook etc so I could consider initiating a semi-comparable experiment around finance in this community.  It would be great to hear from people who have implemented a peer-to-peer learning scheme. I recognize the risk of romanticizing a hypothetical community in which altruistic members dedicate time to their betterment and that of others. I'd also appreciate insight into the psychology of rural youth in developing economies on the topic of financial literacy - is it something they identify as a valuable skill? How much convincing is required when first knocking on their door?  An individual ,0,0
 Meeting the immediate financial needs of homeless community members by providing transportation and peer support.  Homeless individuals and families living in a shelter or a place not meant for human habitation.It can also inform macro-economic institutions to better understand the specific limitations and local roadblocks within existing systems- as well as community organizations doing outreach with the homeless.  This model fosters a connection between formerly homeless community members- human service organizations and individuals and families who are trying to escape homelessness.SHARE-Fi MOBILE provides mentor-ship opportunities from those who know what to expect from local resources and services.  I have access to a community of homeless veterans. I have a close relationship with a man who has successfully navigated his way out of homelessness . He now lives on his own and pays for all of his living expenses on his own. We can test-drive the Share-Fi Mobile model by doing outreach with homeless veterans to perform a needs assessment. This will allow us to determine if the homeless community is interested in having access to a mobile unit that can bring them to their appointments- etc.  Help creating a visual guide for personalized Share-Fi Mobile curriculum.Help building a corresponding website/blog to share the progress and lessons learned.  Other ,0,1
 I aim to elaborate a schema to increase efficiency at the workplace by keeping employees busy.  The idea benefits both the employees and the employers. Employees would have the opportunity to fill their empty work schedules with new- challenging- and yet satisfactory work that would help them both: a. improve their current set of skills and knowledge; b. gain additional bonuses to their hourly/monthly wage/salary. On the other hand- by increasing productivity and engagement levels- employers would be reassured that the money they pay for benefits are well worth it.  Communities have always played a huge part in our lives. More often than not- we subconsciously engage in activities that we think would be appreciated by the those who surround us. Communities- especially labor communities- value efficiency and improvement; thus- under their influence- workers would consciously seek out multiplication of tasks in order to demonstrate a new talent or an improvement of an old one.  A potential experiment could be conveyed in any workplace. The duration of the study- however- has to be no less than six months- in order to assess a stable and gradual progress in employees' motivation- satisfaction- and efficiency. What is expected at first is a negative outburst from the employees since changes are never desired; they promote insecurity and distress. However- once the employees get used to the new regime- they would see the progress they have made themselves.  OpenIDEO could potentially help connecting companies with researcher consultants- and provide guidance throughout the research process. Another way of contributing to the project would be a further training and sharing of accumulated experience.  An individual ,0,0
 We can reimagine the community space as one that promotes the Seven Dimensions of Wellness and creates a grassroots approach.  For people to be participatory in society- change- and innovation it's vital that every individual have a platform for overall well-being. Taxable income or private philanthropy will be allocated to establish education programs that teach strategies of achieving The Seven Dimensions of Wellness (Social- Emotional- Spiritual- Environmental- Occupational- Intellectual- and Physical). Educators will teach how these dimensions can be beneficial both in personal lives and occupational situations.  The benefits of wellness extend far beyond one's personhood. An overall sense of wellness can be promoted within working environments- daily interaction- and governmental provisions. Financial opportunities and resources can be improved when private enterprises- NGO's- as well as advocacy organizations equip local citizens with resources to be autonomous in commerce- safe working conditions- as well as incentives to earn an income from pre-existing skill-sets (some native to that culture).  We could reach out to business courses and create a service-learning project within some facet of an entrepreneurship curriculum. An example of this would be pairing business students and University education with local textile producers in the region to help them establish a small business from their skill-set. Furthermore- we could provide business workshops for local workers and encourage individual business autonomy.  What would be the best method of analysis in regards to the results of these individual start-ups? How can we measure (qualitatively/quantitatively) one's overall wellness?  An organization ,0,0
